student_id,class_id,current_attendance_rate
00000000-0000-0000-0000-000000000055,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000056,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000057,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000058,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000059,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000060,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000061,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000062,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000063,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000064,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000065,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000066,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000067,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000068,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000069,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000070,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000071,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000072,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000073,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000074,11111111-0000-0000-0000-000000000003,0
00000000-0000-0000-0000-000000000075,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000076,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000077,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000078,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000079,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000080,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000081,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000082,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000083,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000084,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000085,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000086,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000087,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000088,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000089,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000090,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000091,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000092,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000093,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000094,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000095,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000096,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000097,11111111-0000-0000-0000-000000000004,0
00000000-0000-0000-0000-000000000098,11111111-0000-0000-0000-000000000004,0
